State,District,Year,Month,Insolation (in kWh/m²)
Uttar Pradesh,Pratapgarh,2024,August,113
Uttar Pradesh,Prayagraj,2024,August,114
Madhya Pradesh,Rewa,2024,August,110
Madhya Pradesh,Sidhi,2024,August,105
Uttar Pradesh,Ayodhya,2024,August,117
Uttar Pradesh,Basti,2024,August,123
Uttar Pradesh,Sultanpur,2024,August,116
Uttar Pradesh,Jaunpur,2024,August,117
Uttar Pradesh,Varanasi,2024,August,119
Uttar Pradesh,Mirzapur,2024,August,115
Uttar Pradesh,Siddharthnagar,2024,August,138
Uttar Pradesh,Gorakhpur,2024,August,126
Uttar Pradesh,Deoria,2024,August,126
Uttar Pradesh,Azamgarh,2024,August,114
Uttar Pradesh,Mau,2024,August,117
Uttar Pradesh,Ghazipur,2024,August,126
Uttar Pradesh,Sonbhadra,2024,August,106
Madhya Pradesh,Mandla,2024,August,107
Madhya Pradesh,Balaghat,2024,August,110
Maharashtra,Gadchiroli,2024,August,126
Madhya Pradesh,Shahdol,2024,August,101
Chhattisgarh,Raipur,2024,August,116
Chhattisgarh,Durg,2024,August,117
Chhattisgarh,Rajnandgaon,2024,August,113
Chhattisgarh,Bilaspur,2024,August,114
Arunachal Pradesh,Tawang,2024,August,129
Assam,Nalbari,2024,August,149
Assam,Barpeta,2024,August,161
Assam,Kamrup Metro,2024,August,141
Meghalaya,East Khasi Hills,2024,August,120
Meghalaya,West Khasi Hills,2024,August,121
West Bengal,Nadia,2024,August,124
West Bengal,Hugli,2024,August,110
West Bengal,Haora,2024,August,107
West Bengal,Kolkata,2024,August,109
West Bengal,South 24Parganas,2024,August,108
Tripura,West Tripura,2024,August,136
Tripura,Gomti,2024,August,133
Arunachal Pradesh,West Siang,2024,August,161
Arunachal Pradesh,Upper Subansiri,2024,August,155
Arunachal Pradesh,Dibang Valley,2024,August,172
Arunachal Pradesh,East Siang,2024,August,165
Arunachal Pradesh,West Kameng,2024,August,136
Assam,Sonitpur,2024,August,136
Assam,Marigaon,2024,August,138
Assam,Bongaigaon,2024,August,164
Assam,Darang,2024,August,137
Assam,Nagaon,2024,August,141
Meghalaya,West Jaintia Hills,2024,August,116
Assam,Karimganj,2024,August,124
Assam,Cachar,2024,August,133
Tripura,Unakoti,2024,August,130
Arunachal Pradesh,East Kameng,2024,August,135
Arunachal Pradesh,Papumpare,2024,August,141
Assam,Golaghat,2024,August,143
Assam,Karbi Anglong,2024,August,142
Assam,Dima Hasao,2024,August,134
Manipur,Tamenglong,2024,August,134
Manipur,Imphal East,2024,August,128
Manipur,Bishnupur,2024,August,129
Manipur,Churachandpur,2024,August,127
Manipur,Chandel,2024,August,122
Assam,Dibrugarh,2024,August,157
Assam,Lakhimpur,2024,August,149
Assam,Sibsagar,2024,August,154
Assam,Jorhat,2024,August,147
Nagaland,Mokokchung,2024,August,135
Nagaland,Tuensang,2024,August,131
Nagaland,Wokha,2024,August,142
Nagaland,Zunheboto,2024,August,136
Nagaland,Phek,2024,August,142
Nagaland,Kohima,2024,August,132
Manipur,Senapati,2024,August,127
Manipur,Ukhrul,2024,August,125
Manipur,Thoubal,2024,August,128
Arunachal Pradesh,Tirap,2024,August,145
Nagaland,Mon,2024,August,144
Mizoram,Aizawl,2024,August,131
Mizoram,Lunglei,2024,August,122
Arunachal Pradesh,Lohit,2024,August,157
Maharashtra,Thane,2024,August,181
Maharashtra,Mumbai,2024,August,177
Maharashtra,Raigarh,2024,August,174
Maharashtra,Pune,2024,August,135
Maharashtra,Ratnagiri,2024,August,141
Maharashtra,Sindhudurg,2024,August,130
Maharashtra,Ahmednagar,2024,August,148
Maharashtra,Satara,2024,August,129
Maharashtra,Sangli,2024,August,138
Maharashtra,Kolhapur,2024,August,143
Maharashtra,Chhatrapati Sambhajinagar,2024,August,140
Maharashtra,Jalna,2024,August,150
Maharashtra,Beed,2024,August,150
Maharashtra,Solapur,2024,August,136
Karnataka,Vijayapura,2024,August,130
Goa,North Goa,2024,August,127
Karnataka,Belagavi,2024,August,122
Karnataka,Uttara Kannada,2024,August,131
Karnataka,Dakshina Kannada,2024,August,132
Kerala,Kasaragod,2024,August,132
Karnataka,Dharwad,2024,August,130
Karnataka,Shivamogga,2024,August,147
Karnataka,Chikkamagaluru,2024,August,133
Karnataka,Kodagu,2024,August,125
Lakshadweep,Lakshadweep,2024,August,122
Kerala,Kannur,2024,August,124
Kerala,Kozhikode,2024,August,141
Maharashtra,Parbhani,2024,August,133
Maharashtra,Latur,2024,August,134
Maharashtra,Dharashiv,2024,August,129
Karnataka,Kalaburagi,2024,August,135
Maharashtra,Nanded,2024,August,131
Karnataka,Bidar,2024,August,131
Telangana,Mahabubnagar,2024,August,119
Karnataka,Raichur,2024,August,120
Telangana,Adilabad,2024,August,124
Telangana,Nizamabad,2024,August,124
Telangana,Sangareddy,2024,August,123
Telangana,Hyderabad,2024,August,122
Maharashtra,Chandrapur,2024,August,121
Telangana,Karimnagar,2024,August,119
Telangana,Hanumakonda,2024,August,121
Telangana,Nalgonda,2024,August,116
Karnataka,Ballari,2024,August,135
Karnataka,Chitradurga,2024,August,142
Karnataka,Hassan,2024,August,133
Karnataka,Mandya,2024,August,129
Karnataka,Mysuru,2024,August,129
Andhra Pradesh,Ananthapuramu,2024,August,138
Karnataka,Tumakuru,2024,August,150
Karnataka,Bengaluru (Urban),2024,August,136
Andhra Pradesh,Kurnool,2024,August,124
Andhra Pradesh,Ysr Kadapa,2024,August,137
Karnataka,Kolara,2024,August,141
Tamil Nadu,Dharmapuri,2024,August,126
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,August,128
Andhra Pradesh,Chittoor,2024,August,140
Tamil Nadu,Vellore,2024,August,136
Tamil Nadu,Kanchipuram,2024,August,143
Kerala,Wayanad,2024,August,126
Tamil Nadu,The Nilgiris,2024,August,131
Kerala,Malappuram,2024,August,136
Tamil Nadu,Coimbatore,2024,August,146
Kerala,Palakkad,2024,August,135
Kerala,Thrissur,2024,August,139
Kerala,Ernakulam,2024,August,132
Kerala,Kottayam,2024,August,128
Kerala,Alappuzha,2024,August,139
Kerala,Idukki,2024,August,124
Kerala,Thiruvananthapuram,2024,August,149
Kerala,Kollam,2024,August,143
Tamil Nadu,Erode,2024,August,142
Tamil Nadu,Virudhunagar,2024,August,147
Tamil Nadu,Tirunelveli,2024,August,154
Tamil Nadu,Kanniyakumari,2024,August,164
Tamil Nadu,Salem,2024,August,134
Tamil Nadu,Tiruchirappalli,2024,August,148
Tamil Nadu,Pudukkottai,2024,August,155
Tamil Nadu,Madurai,2024,August,155
Tamil Nadu,Ramanathapuram,2024,August,158
Puducherry,Puducherry,2024,August,159
Tamil Nadu,Cuddalore,2024,August,158
Puducherry,Karaikal,2024,August,166
Tamil Nadu,Thanjavur,2024,August,153
Telangana,Khammam,2024,August,111
Andhra Pradesh,Guntur,2024,August,124
Andhra Pradesh,Krishna,2024,August,138
Andhra Pradesh,Eluru,2024,August,109
Chhattisgarh,Bastar,2024,August,129
Odisha,Koraput,2024,August,99
Andhra Pradesh,Kakinada,2024,August,120
Puducherry,Yanam,2024,August,125
Odisha,Kalahandi,2024,August,116
Andhra Pradesh,Srikakulam,2024,August,113
Andhra Pradesh,Vizianagaram,2024,August,114
Andhra Pradesh,Visakhapatnam,2024,August,120
Andhra Pradesh,Prakasam,2024,August,132
Tamil Nadu,Chennai,2024,August,143
Andaman and Nicobar Islands,South andamans,2024,August,130
Uttar Pradesh,Kheri,2024,August,116
Uttar Pradesh,Ambedkar Nagar,2024,August,115
Uttar Pradesh,Sant Kabir Nagar,2024,August,126
Uttar Pradesh,Kaushambi,2024,August,110
Uttar Pradesh,Chitrakoot,2024,August,114
Uttar Pradesh,Kushinagar,2024,August,145
Bihar,Kaimur,2024,August,120
Uttar Pradesh,Chandauli,2024,August,126
Jharkhand,Garhwa,2024,August,121
Uttar Pradesh,Bhadohi,2024,August,112
Jharkhand,Chatra,2024,August,130
Gujarat,Narmada,2024,August,142
Maharashtra,Nandurbar,2024,August,121
Madhya Pradesh,Barwani,2024,August,116
Gujarat,Panch Mahals,2024,August,130
Gujarat,Dahod,2024,August,128
Gujarat,Anand,2024,August,134
Gujarat,Navsari,2024,August,158
Maharashtra,Washim,2024,August,118
Maharashtra,Gondia,2024,August,119
Madhya Pradesh,Harda,2024,August,131
Madhya Pradesh,Umaria,2024,August,105
Chhattisgarh,Korea,2024,August,111
Chhattisgarh,Kawardha (Kabirdham),2024,August,113
Chhattisgarh,Janjgir - Champa,2024,August,115
Jharkhand,Simdega,2024,August,126
Chhattisgarh,Jashpur,2024,August,127
Chhattisgarh,Mahasamund,2024,August,122
Odisha,Nuaparha,2024,August,122
Madhya Pradesh,Dindori,2024,August,94
Chhattisgarh,Korba,2024,August,113
Uttar Pradesh,Hathras,2024,August,120
Odisha,Bargarh,2024,August,107
Chhattisgarh,Uttar Bastar Kanker,2024,August,121
Chhattisgarh,Dhamtari,2024,August,114
Odisha,Nabarangapur,2024,August,110
Chhattisgarh,Dakshin Bastar Dantewara,2024,August,113
Bihar,Buxar,2024,August,123
Bihar,Sheohar,2024,August,143
Jharkhand,Koderma,2024,August,129
Bihar,Jamui,2024,August,143
Jharkhand,Saraikela-Kharsawan,2024,August,128
Bihar,Kishanganj,2024,August,157
West Bengal,Uttar Dinajpur,2024,August,142
Bihar,Araria,2024,August,150
Uttar Pradesh,Gautam Buddha Nagar,2024,August,113
Bihar,Banka,2024,August,127
Jharkhand,Pakur,2024,August,127
Bihar,Lakhisarai,2024,August,150
Bihar,Sheikhpura,2024,August,151
West Bengal,Purba Medinipur,2024,August,114
West Bengal,North Twenty-Four Parganas,2024,August,107
Jharkhand,West Singhbhum,2024,August,131
Odisha,Nayagarh,2024,August,110
Odisha,Boudh,2024,August,102
Odisha,Boudh,2024,August,110
Odisha,Deogarh,2024,August,108
Odisha,Jajapur,2024,August,106
Odisha,Bhadrak,2024,August,112
Odisha,Jagatsinghpur,2024,August,109
Odisha,Kendrapara,2024,August,108
Odisha,Anugul,2024,August,99
Odisha,Malkangiri,2024,August,112
Odisha,Rayagarha,2024,August,101
Odisha,Gajapati,2024,August,115
Odisha,Jharsuguda,2024,August,115
Jharkhand,Jamtara,2024,August,115
Bihar,Vaishali,2024,August,141
Bihar,Samastipur,2024,August,152
Jharkhand,Latehar,2024,August,127
Karnataka,Bagalkot,2024,August,113
Goa,South Goa,2024,August,127
Tamil Nadu,Thiruvallur,2024,August,138
Karnataka,Udupi,2024,August,132
Bihar,Patna,2024,August,141
Haryana,Jhajjar,2024,August,119
Uttar Pradesh,Baghpat,2024,August,123
Haryana,Panipat,2024,August,122
Uttar Pradesh,Auraiya,2024,August,121
Uttar Pradesh,Shrawasti,2024,August,123
Uttar Pradesh,Balrampur,2024,August,127
Uttar Pradesh,Mahrajganj,2024,August,145
Arunachal Pradesh,Lower Dibang Valley,2024,August,158
Arunachal Pradesh,Anjaw,2024,August,161
Arunachal Pradesh,Kurung Kumey,2024,August,150
Telangana,Hyderabad,2024,August,122
Jammu and Kashmir,Kathua,2024,August,137
Karnataka,Haveri,2024,August,138
Karnataka,Davanagere,2024,August,142
Tamil Nadu,Tiruvannamalai,2024,August,144
Karnataka,Chamarajanagara,2024,August,132
Tamil Nadu,Namakkal,2024,August,142
Tamil Nadu,Karur,2024,August,150
Tamil Nadu,Viluppuram,2024,August,150
Tamil Nadu,Perambalur,2024,August,144
Tamil Nadu,Ariyalur,2024,August,148
Tamil Nadu,Theni,2024,August,133
Tamil Nadu,Dindigul,2024,August,140
Arunachal Pradesh,Upper Siang,2024,August,161
Arunachal Pradesh,Changlang,2024,August,139
Assam,Tinsukia,2024,August,153
Assam,Dhemaji,2024,August,152
Arunachal Pradesh,Lower Subansiri,2024,August,151
Chhattisgarh,Surajpur,2024,August,113
Jharkhand,Khunti,2024,August,135
Chhattisgarh,Mungeli,2024,August,110
Chhattisgarh,Bemetara,2024,August,114
Chhattisgarh,Baloda Bazar,2024,August,119
Uttar Pradesh,Shamli,2024,August,127
Punjab,Fazilka,2024,August,128
Punjab,Barnala,2024,August,138
Punjab,Tarn Taran,2024,August,133
Uttar Pradesh,Hapur,2024,August,128
Uttar Pradesh,Kasganj,2024,August,129
Madhya Pradesh,Agar Malwa,2024,August,136
Rajasthan,Pratapgarh,2024,August,127
Gujarat,Morbi,2024,August,131
Gujarat,Botad,2024,August,127
Gujarat,Chhotaudepur,2024,August,131
Maharashtra,Palghar,2024,August,168
Gujarat,Devbhumi Dwarka,2024,August,133
Jharkhand,Ramgarh,2024,August,125
Chhattisgarh,Balrampur,2024,August,124
Chhattisgarh,Gariyaband,2024,August,119
Chhattisgarh,Balod,2024,August,115
Chhattisgarh,Narayanpur,2024,August,124
Chhattisgarh,Bijapur,2024,August,112
Chhattisgarh,Sukma,2024,August,112
Chhattisgarh,Kondagaon,2024,August,129
Karnataka,Ramanagara,2024,August,138
Tamil Nadu,Tiruppur,2024,August,146
Tamil Nadu,Krishnagiri,2024,August,134
Mizoram,Lawngtlai,2024,August,129
Manipur,Imphal West,2024,August,129
Nagaland,Peren,2024,August,131
Nagaland,Dimapur,2024,August,142
Nagaland,Kiphire,2024,August,142
Assam,Udalguri,2024,August,130
Chhattisgarh,Surguja,2024,August,109
Chhattisgarh,Raigarh,2024,August,110
Odisha,Sambalpur,2024,August,108
Odisha,Balangir,2024,August,110
Bihar,Pashchimi Champaran,2024,August,135
Bihar,Purbi Champaran,2024,August,132
Bihar,Gopalganj,2024,August,129
Bihar,Siwan,2024,August,128
Uttar Pradesh,Ballia,2024,August,124
Bihar,Saran,2024,August,138
Bihar,Bhojpur,2024,August,136
Bihar,Jahanabad,2024,August,138
Bihar,Rohtas,2024,August,115
Bihar,Aurangabad,2024,August,121
Jharkhand,Palamu,2024,August,129
Bihar,Sitamarhi,2024,August,143
Bihar,Darbhanga,2024,August,157
Bihar,Muzaffarpur,2024,August,144
Bihar,Nalanda,2024,August,149
Bihar,Nawada,2024,August,142
Bihar,Gaya,2024,August,141
Bihar,Madhubani,2024,August,157
Bihar,Madhepura,2024,August,149
Bihar,Saharsa,2024,August,147
Bihar,Khagaria,2024,August,144
Bihar,Begusarai,2024,August,152
Bihar,Munger,2024,August,145
Bihar,Bhagalpur,2024,August,141
Jharkhand,Deoghar,2024,August,121
Jharkhand,Giridih,2024,August,109
Bihar,Purnia,2024,August,156
Bihar,Katihar,2024,August,152
Jharkhand,Sahibganj,2024,August,141
Jharkhand,Godda,2024,August,129
Jharkhand,Dumka,2024,August,118
Jharkhand,Lohardaga,2024,August,137
Jharkhand,Gumla,2024,August,137
Odisha,Sundargarh,2024,August,120
Odisha,Kandhamal,2024,August,102
Jharkhand,Hazaribagh,2024,August,122
Jharkhand,Ranchi,2024,August,134
Odisha,Keonjhar (Kendujhar),2024,August,105
Odisha,Dhenkanal,2024,August,100
Odisha,Cuttack,2024,August,108
Odisha,Khordha,2024,August,110
Jharkhand,Dhanbad,2024,August,118
West Bengal,Puruliya,2024,August,127
Jharkhand,East Singhbhum,2024,August,133
Odisha,Mayurbhanj,2024,August,117
Odisha,Balasore,2024,August,122
West Bengal,Birbhum,2024,August,128
West Bengal,Bankura,2024,August,125
West Bengal,Purba Barddhaman,2024,August,124
West Bengal,Paschim Medinipur,2024,August,124
Odisha,Ganjam,2024,August,122
Sikkim,Gangtok,2024,August,125
West Bengal,Darjiling,2024,August,152
West Bengal,Jalpaiguri,2024,August,137
West Bengal,Dakshin Dinajpur,2024,August,141
West Bengal,Maldah,2024,August,132
West Bengal,Murshidabad,2024,August,130
West Bengal,Koch Bihar,2024,August,146
Assam,Kokrajhar,2024,August,160
Assam,Goalpara,2024,August,156
Meghalaya,East Garo Hills,2024,August,136
Meghalaya,West Garo Hills,2024,August,134
Arunachal Pradesh,Shi Yomi,2024,August,158
Arunachal Pradesh,Lepa Rada,2024,August,159
Arunachal Pradesh,Namsai,2024,August,159
Arunachal Pradesh,Kra Daadi,2024,August,158
Arunachal Pradesh,Kra Daadi,2024,August,162
Arunachal Pradesh,Longding,2024,August,160
Arunachal Pradesh,Siang,2024,August,165
Haryana,Nuh,2024,August,115
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,August,97
Jammu and Kashmir,Rajauri,2024,August,118
Jammu and Kashmir,Doda,2024,August,128
Jammu and Kashmir,Samba,2024,August,131
Jammu and Kashmir,Ramban,2024,August,124
Jammu and Kashmir,Shupiyan,2024,August,120
Jammu and Kashmir,Kulgam,2024,August,133
Jammu and Kashmir,Pulwama,2024,August,135
Jammu and Kashmir,Badgam,2024,August,142
Jammu and Kashmir,Bandipura,2024,August,138
Jammu and Kashmir,Kupwara,2024,August,143
Jammu and Kashmir,Ganderbal,2024,August,149
Punjab,Gurdaspur,2024,August,137
Punjab,Amritsar,2024,August,129
Punjab,Hoshiarpur,2024,August,143
Himachal Pradesh,Chamba,2024,August,128
Himachal Pradesh,Lahul & Spiti,2024,August,118
Himachal Pradesh,Mandi,2024,August,144
Himachal Pradesh,Hamirpur,2024,August,134
Himachal Pradesh,Una,2024,August,136
Himachal Pradesh,Kullu,2024,August,150
Himachal Pradesh,Kinnaur,2024,August,154
Himachal Pradesh,Kangra,2024,August,126
Jammu and Kashmir,Muzaffarabad,2024,August,121
Jammu and Kashmir,Baramula,2024,August,141
Jammu and Kashmir,Punch,2024,August,123
Jammu and Kashmir,Mirpur,2024,August,112
Jammu and Kashmir,Riasi,2024,August,127
Jammu and Kashmir,Jammu,2024,August,129
Jammu and Kashmir,Udhampur,2024,August,130
Jammu and Kashmir,Kishtwar,2024,August,119
Jammu and Kashmir,Anantnag,2024,August,135
Jammu and Kashmir,Srinagar,2024,August,147
Ladakh,Leh,2024,August,151
Jammu and Kashmir,Kathua,2024,August,137
Punjab,Tarn Taran,2024,August,133
Jammu and Kashmir,Rajauri,2024,August,118
Jammu and Kashmir,Doda,2024,August,128
Jammu and Kashmir,Samba,2024,August,131
Jammu and Kashmir,Ramban,2024,August,124
Jammu and Kashmir,Shupiyan,2024,August,120
Jammu and Kashmir,Kulgam,2024,August,133
Jammu and Kashmir,Pulwama,2024,August,135
Jammu and Kashmir,Badgam,2024,August,142
Jammu and Kashmir,Bandipura,2024,August,138
Jammu and Kashmir,Kupwara,2024,August,143
Jammu and Kashmir,Ganderbal,2024,August,149
Punjab,Kapurthala,2024,August,137
Himachal Pradesh,Hamirpur,2024,August,139
Himachal Pradesh,Kullu,2024,August,138
Himachal Pradesh,Kinnaur,2024,August,139
Jammu and Kashmir,Kathua,2024,August,133
Himachal Pradesh,Chamba,2024,August,136
Himachal Pradesh,Lahul & Spiti,2024,August,154
Jammu and Kashmir,Rajauri,2024,August,118
Jammu and Kashmir,Ramban,2024,August,113
Jammu and Kashmir,Kishtwar,2024,August,119
Ladakh,Kargil,2024,August,125
Ladakh,Leh,2024,August,131
Jammu and Kashmir,Baramula,2024,August,131
Jammu and Kashmir,Ganderbal,2024,August,129
Ladakh,Kargil,2024,August,129
Ladakh,Leh,2024,August,124
Ladakh,Leh,2024,August,139
Ladakh,Leh,2024,August,122
Ladakh,Leh,2024,August,126
Ladakh,Leh,2024,August,148
Ladakh,Leh,2024,August,148
Ladakh,Leh,2024,August,146
Ladakh,Leh,2024,August,159
Ladakh,Leh,2024,August,121
Ladakh,Leh,2024,August,149
Ladakh,Leh,2024,August,137
Ladakh,Leh,2024,August,165
Ladakh,Leh,2024,August,133
Lakshadweep,Lakshadweep,2024,August,122
Lakshadweep,Lakshadweep,2024,August,119
Andaman and Nicobar Islands,South andamans,2024,August,145
Andhra Pradesh,Ysr Kadapa,2024,August,136
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,August,134
Andhra Pradesh,Nandyal,2024,August,115
Andhra Pradesh,Palnadu,2024,August,121
Maharashtra,Solapur,2024,August,135
Telangana,Bhadradri Kothagudem,2024,August,104
Andhra Pradesh,Alluri Sitharama Raju,2024,August,109
Odisha,Rayagarha,2024,August,103
Odisha,Ganjam,2024,August,112
Gujarat,Kachchh,2024,August,106
Gujarat,Kachchh,2024,August,112
Rajasthan,Barmer,2024,August,106
Rajasthan,Jaisalmer,2024,August,100
Rajasthan,Jaisalmer,2024,August,102
Rajasthan,Jaisalmer,2024,August,94
Rajasthan,Bikaner,2024,August,96
Rajasthan,Bikaner,2024,August,106
Arunachal Pradesh,Upper Siang,2024,August,169
Arunachal Pradesh,Dibang Valley,2024,August,158
West Bengal,South 24Parganas,2024,August,106
Rajasthan,Jaisalmer,2024,September,148
Rajasthan,Barmer,2024,September,158
Punjab,Gurdaspur,2024,September,136
Gujarat,Gandhinagar,2024,September,141
Rajasthan,Bikaner,2024,September,152
Punjab,Amritsar,2024,September,135
Punjab,Firozpur,2024,September,143
Punjab,Faridkot,2024,September,143
Punjab,Bathinda,2024,September,142
Rajasthan,Churu,2024,September,157
Punjab,Hoshiarpur,2024,September,136
Punjab,Kapurthala,2024,September,139
Punjab,Jalandhar,2024,September,139
Punjab,Ludhiana,2024,September,131
Punjab,Sangrur,2024,September,136
Haryana,Sirsa,2024,September,150
Haryana,Hisar,2024,September,132
Rajasthan,Jhunjhunun,2024,September,148
Himachal Pradesh,Chamba,2024,September,133
Himachal Pradesh,Lahul & Spiti,2024,September,120
Himachal Pradesh,Mandi,2024,September,132
Himachal Pradesh,Hamirpur,2024,September,133
Himachal Pradesh,Una,2024,September,134
Himachal Pradesh,Bilaspur,2024,September,132
Punjab,Rupnagar,2024,September,133
Haryana,Ambala,2024,September,118
Punjab,Patiala,2024,September,124
Chandigarh,Chandigarh,2024,September,123
Haryana,Karnal,2024,September,113
Haryana,Jind,2024,September,122
Haryana,Kaithal,2024,September,122
Haryana,Rohtak,2024,September,121
Uttarakhand,Bageshwar,2024,September,132
Uttarakhand,Udham Singh Nagar,2024,September,120
Uttar Pradesh,Amroha,2024,September,110
Haryana,Rewari,2024,September,131
Jharkhand,Bokaro,2024,September,116
Tamil Nadu,Thiruvarur,2024,September,176
Haryana,Bhiwani,2024,September,126
Haryana,Mahendragarh,2024,September,138
Himachal Pradesh,Kullu,2024,September,133
Himachal Pradesh,Shimla,2024,September,108
Himachal Pradesh,Solan,2024,September,121
Himachal Pradesh,Sirmaur,2024,September,113
Uttar Pradesh,Saharanpur,2024,September,116
Uttar Pradesh,Muzaffarnagar,2024,September,112
Delhi,Central,2024,September,122
Uttar Pradesh,Meerut,2024,September,113
Haryana,Sonipat,2024,September,114
Uttar Pradesh,Ghaziabad,2024,September,118
Haryana,Gurugram,2024,September,124
Uttar Pradesh,Bulandshahr,2024,September,116
Haryana,Faridabad,2024,September,121
Himachal Pradesh,Kinnaur,2024,September,129
Uttarakhand,Uttarkashi,2024,September,129
Uttarakhand,Dehradun,2024,September,118
Uttarakhand,Pauri Garhwal,2024,September,133
Uttarakhand,Tehri Garhwal,2024,September,133
Uttarakhand,Haridwar,2024,September,118
Uttar Pradesh,Bijnor,2024,September,112
Uttar Pradesh,Moradabad,2024,September,109
Uttarakhand,Chamoli,2024,September,137
Uttarakhand,Almora,2024,September,124
Uttarakhand,Nainital,2024,September,118
Uttar Pradesh,Rampur,2024,September,115
Uttar Pradesh,Pilibhit,2024,September,118
Uttar Pradesh,Bareilly,2024,September,109
Uttar Pradesh,Budaun,2024,September,110
Uttarakhand,Pithoragarh,2024,September,134
Gujarat,Kachchh,2024,September,148
Gujarat,Jamnagar,2024,September,150
Gujarat,Rajkot,2024,September,139
Gujarat,Junagadh,2024,September,138
Dadra and Nagar Haveli and Daman and Diu,Diu,2024,September,138
Gujarat,Surendranagar,2024,September,145
Gujarat,Amreli,2024,September,137
Rajasthan,Jalor,2024,September,166
Rajasthan,Sirohi,2024,September,158
Rajasthan,Nagaur,2024,September,156
Rajasthan,Jodhpur,2024,September,156
Rajasthan,Pali,2024,September,162
Rajasthan,Udaipur,2024,September,151
Rajasthan,Ajmer,2024,September,146
Rajasthan,Bhilwara,2024,September,138
Rajasthan,Chittaurgarh,2024,September,136
Rajasthan,Sikar,2024,September,148
Rajasthan,Jaipur,2024,September,145
Rajasthan,Tonk,2024,September,147
Rajasthan,Bundi,2024,September,137
Rajasthan,Kota,2024,September,138
Madhya Pradesh,Mandsaur,2024,September,145
Gujarat,Gandhinagar,2024,September,139
Gujarat,Mahesana,2024,September,145
Gujarat,Ahmadabad,2024,September,139
Gujarat,Kheda,2024,September,145
Gujarat,Bhavnagar,2024,September,136
Gujarat,Bharuch,2024,September,142
